,Season,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,PIE,NET_RATING,DEF_RATING,OFF_RATING
,1999,52,POR,Roberto Bergersen,Boise State,,,,,,,,,,,,,,,,,,,,,
1934.0,1999,53,MIA,Rodney Buford,Creighton,5.0,230.0,4182.0,1472.0,598.0,179.0,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,-3.8,-1.9,0.06751304347826087,-8.409565217391304,103.47695652173911,95.09478260869565
,1999,54,DET,Melvin Levett,Cincinnati,,,,,,,,,,,,,,,,,,,,,
,1999,55,BOS,Kris Clack,Texas,,,,,,,,,,,,,,,,,,,,,
1937.0,1999,56,GSW,Tim Young,Stanford,1.0,25.0,137.0,54.0,35.0,5.0,0.333,,0.778,5.5,2.2,1.4,0.2,0.2,0.058,-4.9,-0.1,0.061,1.3,98.7,100.0
1938.0,1999,57,SAS,Manu Ginóbili,,16.0,1057.0,26859.0,14043.0,3697.0,4001.0,0.447,0.369,0.827,25.4,13.3,3.5,3.8,106.4,0.19,5.0,47.6,0.13285808893093662,9.975969725638599,98.15279091769158,108.13935666982023
,1999,58,UTA,Eddie Lucas,Virginia Tech,,,,,,,,,,,,,,,,,,,,,
2030.0,2000,1,NJN,Kenyon Martin,Cincinnati,15.0,757.0,23134.0,9325.0,5159.0,1439.0,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.1,12.1,0.09929590488771467,3.3644649933949804,101.26763540290622,104.65799207397623
2031.0,2000,2,VAN,Stromile Swift,LSU,9.0,547.0,10804.0,4582.0,2535.0,275.0,0.473,0.074,0.699,19.8,8.4,4.6,0.5,21.3,0.095,-1.6,1.1,0.09239488117001828,-3.7252285191956127,102.67861060329066,98.94113345521025
2032.0,2000,3,LAC,Darius Miles,,7.0,446.0,11730.0,4507.0,2190.0,840.0,0.472,0.168,0.59,26.3,10.1,4.9,1.9,9.5,0.039,-1.0,3.0,0.09435426008968609,-3.747982062780269,102.11569506726457,98.37533632286994
2033.0,2000,4,CHI,Marcus Fizer,Iowa State,6.0,289.0,6032.0,2782.0,1340.0,352.0,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,-3.7,-2.6,0.09221107266435986,-8.672664359861592,104.8439446366782,96.1712802768166
2034.0,2000,5,ORL,Mike Miller,Florida,17.0,1032.0,27812.0,10973.0,4376.0,2666.0,0.459,0.407,0.769,26.9,10.6,4.2,2.6,60.7,0.105,0.8,19.8,0.09884593023255815,-0.6531007751937987,104.91375968992249,104.24631782945737
2035.0,2000,6,ATL,DerMarr Johnson,Cincinnati,7.0,344.0,5930.0,2121.0,769.0,304.0,0.411,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052,-1.6,0.6,0.06416279069767443,-1.8656976744186045,101.13575581395348,99.23081395348835
2036.0,2000,7,CHI,Chris Mihm,Texas,8.0,436.0,8758.0,3262.0,2302.0,223.0,0.459,0.231,0.704,20.1,7.5,5.3,0.5,13.3,0.073,-3.9,-4.3,0.07371100917431192,-4.2575688073394495,103.97270642201835,99.73233944954129
2037.0,2000,8,CLE,Jamal Crawford,Michigan,20.0,1327.0,38994.0,19419.0,2948.0,4541.0,0.41,0.348,0.862,29.4,14.6,2.2,3.4,60.7,0.075,-0.1,18.4,0.09905048982667672,-2.2915599095704597,106.82825923134891,104.54920874152222
2038.0,2000,9,HOU,Joel Przybilla,Minnesota,13.0,592.0,11733.0,2293.0,3665.0,256.0,0.552,,0.557,19.8,3.9,6.2,0.4,23.0,0.094,-1.7,0.8,0.07072297297297298,-2.567905405405406,104.17635135135134,101.5964527027027
2039.0,2000,10,ORL,Keyon Dooling,Missouri,13.0,728.0,14134.0,5067.0,964.0,1601.0,0.416,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-2.0,-0.2,0.07618269230769231,-1.4839285714285717,101.82005494505495,100.31346153846154
2040.0,2000,11,BOS,Jérôme Moïso,UCLA,5.0,145.0,1392.0,386.0,395.0,38.0,0.489,,0.593,9.6,2.7,2.7,0.3,2.1,0.074,-2.9,-0.3,0.08353793103448276,-1.755862068965517,91.9496551724138,90.21793103448275
2041.0,2000,12,DAL,Etan Thomas,Syracuse,9.0,409.0,7084.0,2341.0,1927.0,149.0,0.513,,0.603,17.3,5.7,4.7,0.4,14.9,0.101,-2.1,-0.2,0.08592665036674818,-4.111002444987776,104.71491442542788,100.59217603911979
2042.0,2000,13,ORL,Courtney Alexander,Fresno State,3.0,187.0,4067.0,1690.0,409.0,227.0,0.422,0.339,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-3.7,-1.7,0.06636363636363636,-5.649732620320855,103.48823529411764,97.86844919786097
2043.0,2000,14,DET,Mateen Cleaves,Michigan State,6.0,167.0,1863.0,609.0,175.0,310.0,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,-0.021,-5.6,-1.7,0.057616766467065865,-7.905389221556886,100.01017964071856,92.12395209580838
2044.0,2000,15,MIL,Jason Collier,Georgia Tech,5.0,151.0,2178.0,841.0,443.0,51.0,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,-5.4,-1.9,0.0586092715231788,-13.376821192052981,107.0543046357616,93.67748344370861
2045.0,2000,16,SAC,Hedo Türkoğlu,,15.0,997.0,26695.0,11022.0,3971.0,2832.0,0.426,0.384,0.784,26.8,11.1,4.0,2.8,63.3,0.114,0.9,19.6,0.09682246740220662,3.769207622868606,101.76690070210633,105.52898696088265
2046.0,2000,17,SEA,Desmond Mason,Oklahoma State,10.0,643.0,19641.0,7767.0,2863.0,1049.0,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.056,-2.4,-2.1,0.0792348367029549,-1.2878693623639192,105.00590979782271,103.7421461897356
2047.0,2000,18,LAC,Quentin Richardson,DePaul,13.0,783.0,20785.0,8032.0,3666.0,1138.0,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.4,8.5,0.08449297573435505,-1.4942528735632183,104.78263090676884,103.3044699872286
